shipment_id,order_id,carrier,tracking_number,status,shipped_at,delivered_at
9000004455,1000004455,Correo Argentino,TRK-MVKRPF45I9,DELIVERED,2024-02-22 19:31:55,2024-02-27 19:31:55
9000004456,1000004456,Correo Argentino,TRK-OAMD7YICY6,DELIVERED,2024-07-21 19:58:50,2024-07-26 19:58:50
9000004457,1000004457,Correo Argentino,TRK-N0EE60J3YI,DELIVERED,2025-02-11 01:27:17,2025-02-14 01:27:17
9000004458,1000004458,Correo Argentino,TRK-6U4JON4QVK,DELIVERED,2025-03-16 12:25:28,2025-03-20 12:25:28
9000004459,1000004459,PICKUP,,CANCELLED,,
9000004460,1000004460,PICKUP,,SHIPPED,2024-07-03 09:17:27,2024-07-04 09:17:27
9000004461,1000004461,Correo Argentino,TRK-3IO1W36COE,SHIPPED,2025-03-17 12:12:54,2025-03-19 12:12:54
9000004462,1000004462,Correo Argentino,TRK-0AZ77SXGDE,DELIVERED,2025-04-15 05:35:26,2025-04-18 05:35:26
9000004463,1000004463,PICKUP,,DELIVERED,2025-05-07 06:01:08,2025-05-08 06:01:08
9000004464,1000004464,Correo Argentino,TRK-2LKL3VYQGA,DELIVERED,2025-04-18 05:25:00,2025-04-23 05:25:00
9000004465,1000004465,PICKUP,,DELIVERED,2025-06-23 20:11:29,2025-06-24 20:11:29
9000004466,1000004466,PICKUP,,DELIVERED,2024-02-02 09:45:07,2024-02-03 09:45:07
9000004467,1000004467,Correo Argentino,TRK-IU2AKAFUXL,DELIVERED,2025-08-16 11:33:04,2025-08-19 11:33:04
9000004468,1000004468,Correo Argentino,TRK-OB0F4W9Y1F,DELIVERED,2024-08-23 23:08:52,2024-08-25 23:08:52
9000004469,1000004469,Correo Argentino,,CANCELLED,,
9000004470,1000004470,Correo Argentino,TRK-DIM6M1OYMI,DELIVERED,2024-05-24 01:48:08,2024-05-29 01:48:08
9000004471,1000004471,Correo Argentino,TRK-673BL7KYVD,SHIPPED,2024-10-05 06:34:30,2024-10-07 06:34:30
9000004472,1000004472,Correo Argentino,TRK-KI3K7CG5FZ,DELIVERED,2024-11-15 21:14:13,2024-11-21 21:14:13
9000004473,1000004473,Correo Argentino,,CANCELLED,,
9000004474,1000004474,PICKUP,,DELIVERED,2025-01-13 23:44:35,2025-01-14 23:44:35
9000004475,1000004475,Correo Argentino,TRK-3QTQI5L4UY,DELIVERED,2025-07-07 13:11:45,2025-07-12 13:11:45
9000004476,1000004476,PICKUP,,DELIVERED,2024-05-01 23:10:30,2024-05-02 23:10:30
9000004477,1000004477,PICKUP,,DELIVERED,2024-03-28 05:19:31,2024-03-29 05:19:31
9000004478,1000004478,Correo Argentino,TRK-GA4Z8LJMS8,DELIVERED,2025-09-25 04:22:52,2025-09-29 04:22:52
9000004479,1000004479,Correo Argentino,TRK-WM1Y5N34B8,DELIVERED,2024-01-18 07:21:25,2024-01-23 07:21:25
9000004480,1000004480,Correo Argentino,TRK-RQO6GVE4QV,DELIVERED,2025-01-26 08:51:00,2025-01-30 08:51:00
9000004481,1000004481,Correo Argentino,TRK-7GSWQ46S2M,SHIPPED,2024-05-09 03:49:19,2024-05-14 03:49:19
9000004482,1000004482,Correo Argentino,TRK-D2MEIFNZPU,SHIPPED,2025-07-04 05:07:00,2025-07-09 05:07:00
9000004483,1000004483,Correo Argentino,TRK-QN4YNKM9W0,DELIVERED,2024-07-31 03:16:15,2024-08-02 03:16:15
9000004484,1000004484,PICKUP,,DELIVERED,2024-02-04 13:21:39,2024-02-05 13:21:39
9000004485,1000004485,Correo Argentino,TRK-X6W5U8WT17,SHIPPED,2024-09-29 08:03:06,2024-10-05 08:03:06
9000004486,1000004486,PICKUP,,DELIVERED,2025-06-21 08:30:36,2025-06-22 08:30:36
9000004487,1000004487,PICKUP,,DELIVERED,2024-05-09 18:14:02,2024-05-10 18:14:02
9000004488,1000004488,Correo Argentino,TRK-6PBL0AE6JS,DELIVERED,2025-09-13 03:42:04,2025-09-16 03:42:04
9000004489,1000004489,Correo Argentino,TRK-O645P039WB,DELIVERED,2025-03-09 18:26:54,2025-03-12 18:26:54
9000004490,1000004490,Correo Argentino,TRK-UR4WLTEJ5Q,SHIPPED,2024-12-25 08:57:06,2024-12-29 08:57:06
9000004491,1000004491,PICKUP,,DELIVERED,2024-10-03 21:10:53,2024-10-04 21:10:53
9000004492,1000004492,PICKUP,,DELIVERED,2025-08-03 04:51:56,2025-08-04 04:51:56
9000004493,1000004493,PICKUP,,DELIVERED,2024-10-18 14:04:49,2024-10-19 14:04:49
9000004494,1000004494,PICKUP,,DELIVERED,2025-07-11 11:40:40,2025-07-12 11:40:40
9000004495,1000004495,Correo Argentino,TRK-73W89LV8NQ,DELIVERED,2025-09-02 16:36:46,2025-09-06 16:36:46
9000004496,1000004496,PICKUP,,DELIVERED,2025-01-30 09:10:57,2025-01-31 09:10:57
9000004497,1000004497,Correo Argentino,TRK-3ZWZJ9WF7K,DELIVERED,2025-09-22 00:38:45,2025-09-25 00:38:45
9000004498,1000004498,Correo Argentino,TRK-A8PAV8OYMZ,DELIVERED,2025-05-18 06:38:39,2025-05-20 06:38:39
9000004499,1000004499,PICKUP,,DELIVERED,2024-12-26 01:33:24,2024-12-27 01:33:24
9000004500,1000004500,PICKUP,,DELIVERED,2024-08-24 06:30:38,2024-08-25 06:30:38
9000004501,1000004501,Correo Argentino,TRK-ENT4F4V2IY,SHIPPED,2024-07-24 00:17:33,2024-07-28 00:17:33
9000004502,1000004502,PICKUP,,DELIVERED,2025-05-14 10:49:58,2025-05-15 10:49:58
9000004503,1000004503,PICKUP,,CANCELLED,,
9000004504,1000004504,Correo Argentino,TRK-JBAAJTFLCV,SHIPPED,2024-04-08 11:29:41,2024-04-11 11:29:41
9000004505,1000004505,PICKUP,,SHIPPED,2025-04-06 09:17:34,2025-04-07 09:17:34
9000004506,1000004506,Correo Argentino,TRK-DM3UXM82MU,DELIVERED,2024-09-10 09:03:16,2024-09-14 09:03:16
9000004507,1000004507,PICKUP,,DELIVERED,2024-06-05 11:33:34,2024-06-06 11:33:34
9000004508,1000004508,Correo Argentino,TRK-P02BF0V747,SHIPPED,2024-09-19 12:36:52,2024-09-23 12:36:52
9000004509,1000004509,Correo Argentino,TRK-QBL3O1C74F,DELIVERED,2024-04-02 07:33:33,2024-04-09 07:33:33
9000004510,1000004510,PICKUP,,SHIPPED,2024-06-15 01:35:54,2024-06-16 01:35:54
9000004511,1000004511,PICKUP,,DELIVERED,2024-10-08 18:15:03,2024-10-09 18:15:03
9000004512,1000004512,Correo Argentino,TRK-8KHD5F1PH3,DELIVERED,2024-06-07 08:24:55,2024-06-12 08:24:55
9000004513,1000004513,Correo Argentino,TRK-MTRYNJSMWK,DELIVERED,2025-08-28 09:58:29,2025-09-01 09:58:29
9000004514,1000004514,PICKUP,,CANCELLED,,
9000004515,1000004515,Correo Argentino,TRK-QJC4I75DXI,DELIVERED,2025-01-03 03:39:34,2025-01-09 03:39:34
9000004516,1000004516,Correo Argentino,,CANCELLED,,
9000004517,1000004517,PICKUP,,DELIVERED,2024-03-08 05:07:07,2024-03-09 05:07:07
9000004518,1000004518,Correo Argentino,TRK-BUKF2060G4,SHIPPED,2024-05-25 07:51:31,2024-05-28 07:51:31
9000004519,1000004519,PICKUP,,DELIVERED,2025-08-27 08:37:11,2025-08-28 08:37:11
9000004520,1000004520,Correo Argentino,TRK-T38YYE5RVH,DELIVERED,2024-12-19 15:07:05,2024-12-23 15:07:05
9000004521,1000004521,Correo Argentino,TRK-EBACEN5PTE,SHIPPED,2024-09-15 05:49:53,2024-09-19 05:49:53
9000004522,1000004522,PICKUP,,SHIPPED,2025-06-27 23:04:51,2025-06-28 23:04:51
9000004523,1000004523,Correo Argentino,TRK-V3PWG99F9T,DELIVERED,2024-12-18 00:54:17,2024-12-20 00:54:17
9000004524,1000004524,Correo Argentino,TRK-RJSZN8PZN4,DELIVERED,2025-05-24 09:28:34,2025-05-29 09:28:34
9000004525,1000004525,Correo Argentino,TRK-7WM6VIMQ72,DELIVERED,2025-01-24 06:46:46,2025-01-29 06:46:46
9000004526,1000004526,PICKUP,,CANCELLED,,
9000004527,1000004527,PICKUP,,DELIVERED,2024-05-11 19:03:26,2024-05-12 19:03:26
9000004528,1000004528,PICKUP,,DELIVERED,2024-09-04 11:32:03,2024-09-05 11:32:03
9000004529,1000004529,Correo Argentino,TRK-7RWVUD8CV8,DELIVERED,2024-10-30 04:26:29,2024-11-02 04:26:29
9000004530,1000004530,PICKUP,,DELIVERED,2024-04-09 08:38:56,2024-04-10 08:38:56
9000004531,1000004531,PICKUP,,DELIVERED,2024-10-20 07:19:44,2024-10-21 07:19:44
9000004532,1000004532,PICKUP,,SHIPPED,2025-02-09 06:14:29,2025-02-10 06:14:29
9000004533,1000004533,Correo Argentino,TRK-0ZO1FNTHAW,DELIVERED,2024-05-02 20:14:12,2024-05-07 20:14:12
9000004534,1000004534,PICKUP,,DELIVERED,2024-11-05 12:37:40,2024-11-06 12:37:40
9000004535,1000004535,Correo Argentino,TRK-S5RO1J8TK6,DELIVERED,2024-02-23 00:13:57,2024-02-27 00:13:57
9000004536,1000004536,Correo Argentino,TRK-B48M226Q9F,DELIVERED,2025-02-22 14:29:15,2025-02-27 14:29:15
9000004537,1000004537,PICKUP,,DELIVERED,2025-03-05 18:45:24,2025-03-06 18:45:24
9000004538,1000004538,Correo Argentino,TRK-CAKBJJOHB3,DELIVERED,2025-06-28 05:22:31,2025-06-30 05:22:31
9000004539,1000004539,PICKUP,,DELIVERED,2025-02-19 14:14:41,2025-02-20 14:14:41
9000004540,1000004540,PICKUP,,DELIVERED,2024-04-05 18:31:00,2024-04-06 18:31:00
9000004541,1000004541,PICKUP,,SHIPPED,2025-01-07 15:08:43,2025-01-08 15:08:43
9000004542,1000004542,Correo Argentino,,CANCELLED,,
9000004543,1000004543,Correo Argentino,TRK-1J3QKNVSGS,DELIVERED,2024-01-26 11:25:07,2024-01-30 11:25:07
9000004544,1000004544,PICKUP,,DELIVERED,2025-05-21 17:26:07,2025-05-22 17:26:07
9000004545,1000004545,PICKUP,,DELIVERED,2025-02-15 02:46:23,2025-02-16 02:46:23
9000004546,1000004546,PICKUP,,CANCELLED,,
9000004547,1000004547,PICKUP,,DELIVERED,2025-06-22 15:31:27,2025-06-23 15:31:27
9000004548,1000004548,PICKUP,,DELIVERED,2025-09-12 20:46:00,2025-09-13 20:46:00
9000004549,1000004549,PICKUP,,DELIVERED,2024-11-19 09:58:12,2024-11-20 09:58:12
9000004550,1000004550,Correo Argentino,TRK-ZQGL40PRMN,DELIVERED,2025-05-19 22:50:43,2025-05-23 22:50:43
9000004551,1000004551,PICKUP,,DELIVERED,2024-07-01 12:25:22,2024-07-02 12:25:22
9000004552,1000004552,PICKUP,,DELIVERED,2025-08-25 19:16:21,2025-08-26 19:16:21
9000004553,1000004553,Correo Argentino,TRK-WRHRCJ573M,SHIPPED,2024-03-20 15:32:42,2024-03-26 15:32:42
9000004554,1000004554,Correo Argentino,TRK-1OTP0PJAJ4,DELIVERED,2025-01-01 15:05:49,2025-01-06 15:05:49
9000004555,1000004555,Correo Argentino,TRK-038BH02QA4,DELIVERED,2025-03-18 11:38:31,2025-03-21 11:38:31
9000004556,1000004556,Correo Argentino,TRK-BYCR6QF84B,DELIVERED,2025-07-25 09:04:04,2025-07-27 09:04:04
9000004557,1000004557,PICKUP,,DELIVERED,2024-10-10 12:02:26,2024-10-11 12:02:26
9000004558,1000004558,Correo Argentino,TRK-2GFB6BNGWS,DELIVERED,2024-12-05 07:09:38,2024-12-10 07:09:38
9000004559,1000004559,PICKUP,,DELIVERED,2025-07-27 20:38:02,2025-07-28 20:38:02
9000004560,1000004560,Correo Argentino,,CANCELLED,,
9000004561,1000004561,Correo Argentino,TRK-X9XKZ1SRT6,DELIVERED,2024-05-24 01:05:29,2024-05-27 01:05:29
9000004562,1000004562,Correo Argentino,TRK-HRK5W6402E,DELIVERED,2024-03-27 02:04:46,2024-03-30 02:04:46
9000004563,1000004563,Correo Argentino,TRK-KQ3NOD4NEH,DELIVERED,2025-02-21 23:43:28,2025-02-24 23:43:28
9000004564,1000004564,PICKUP,,DELIVERED,2025-07-15 04:59:17,2025-07-16 04:59:17
9000004565,1000004565,Correo Argentino,TRK-Y8Y5S5AO86,SHIPPED,2024-09-18 23:39:44,2024-09-21 23:39:44
9000004566,1000004566,Correo Argentino,TRK-H378BNAB96,DELIVERED,2025-02-20 11:10:10,2025-02-23 11:10:10
9000004567,1000004567,Correo Argentino,TRK-4RVYMDKFTQ,SHIPPED,2024-09-10 23:49:01,2024-09-12 23:49:01
9000004568,1000004568,PICKUP,,DELIVERED,2024-08-14 03:49:31,2024-08-15 03:49:31
9000004569,1000004569,Correo Argentino,TRK-82IH2ZGL19,DELIVERED,2025-05-27 11:44:23,2025-05-31 11:44:23
9000004570,1000004570,Correo Argentino,TRK-RNLGGTYYN4,SHIPPED,2024-06-25 22:42:41,2024-06-29 22:42:41
9000004571,1000004571,PICKUP,,CANCELLED,,
9000004572,1000004572,PICKUP,,DELIVERED,2025-06-08 06:22:30,2025-06-09 06:22:30
9000004573,1000004573,Correo Argentino,TRK-1CGFQSPH7R,DELIVERED,2024-12-22 11:17:50,2024-12-26 11:17:50
9000004574,1000004574,PICKUP,,DELIVERED,2025-04-07 05:46:38,2025-04-08 05:46:38
9000004575,1000004575,PICKUP,,SHIPPED,2024-05-11 23:58:01,2024-05-12 23:58:01
9000004576,1000004576,Correo Argentino,TRK-L4U8ZMPBE4,DELIVERED,2024-09-28 13:39:01,2024-10-02 13:39:01
9000004577,1000004577,Correo Argentino,TRK-ZPKP0LVMZY,DELIVERED,2025-09-20 17:10:37,2025-09-23 17:10:37
9000004578,1000004578,Correo Argentino,TRK-PKXH39ZIZY,DELIVERED,2025-07-14 04:50:49,2025-07-17 04:50:49
9000004579,1000004579,Correo Argentino,TRK-KMBUZLGZ4Q,DELIVERED,2024-08-22 16:56:05,2024-08-26 16:56:05
9000004580,1000004580,Correo Argentino,TRK-0IRQBCWDOU,DELIVERED,2024-01-18 15:36:48,2024-01-21 15:36:48
9000004581,1000004581,PICKUP,,DELIVERED,2024-07-31 00:55:01,2024-08-01 00:55:01
9000004582,1000004582,PICKUP,,CANCELLED,,
9000004583,1000004583,Correo Argentino,TRK-AXAJQMA9HM,DELIVERED,2024-09-29 08:44:04,2024-10-02 08:44:04
9000004584,1000004584,Correo Argentino,TRK-ZOESTZ25AS,DELIVERED,2024-04-27 18:57:16,2024-04-29 18:57:16
9000004585,1000004585,Correo Argentino,TRK-IMQY2SJRQV,DELIVERED,2024-12-14 14:04:24,2024-12-17 14:04:24
9000004586,1000004586,PICKUP,,DELIVERED,2025-03-28 22:37:13,2025-03-29 22:37:13
9000004587,1000004587,Correo Argentino,TRK-1TPG53R64G,DELIVERED,2024-10-01 22:11:27,2024-10-03 22:11:27
9000004588,1000004588,PICKUP,,SHIPPED,2025-07-12 03:07:11,2025-07-13 03:07:11
9000004589,1000004589,PICKUP,,DELIVERED,2025-02-20 16:14:31,2025-02-21 16:14:31
9000004590,1000004590,PICKUP,,DELIVERED,2025-08-06 05:32:43,2025-08-07 05:32:43
9000004591,1000004591,PICKUP,,DELIVERED,2024-04-19 07:12:11,2024-04-20 07:12:11
9000004592,1000004592,PICKUP,,DELIVERED,2024-09-03 04:49:48,2024-09-04 04:49:48
9000004593,1000004593,Correo Argentino,TRK-O46Q2FKO7D,DELIVERED,2025-07-03 21:34:09,2025-07-06 21:34:09
9000004594,1000004594,Correo Argentino,TRK-FL3ILJQISC,SHIPPED,2025-01-05 12:56:03,2025-01-09 12:56:03
9000004595,1000004595,PICKUP,,DELIVERED,2025-05-17 09:43:56,2025-05-18 09:43:56
9000004596,1000004596,Correo Argentino,TRK-5P5HFQ3AE9,DELIVERED,2025-09-17 17:20:27,2025-09-19 17:20:27
9000004597,1000004597,PICKUP,,DELIVERED,2025-08-13 01:25:04,2025-08-14 01:25:04
9000004598,1000004598,PICKUP,,DELIVERED,2025-01-14 11:24:32,2025-01-15 11:24:32
9000004599,1000004599,PICKUP,,DELIVERED,2025-03-30 21:24:42,2025-03-31 21:24:42
9000004600,1000004600,Correo Argentino,TRK-B3XSI9WBWB,DELIVERED,2024-08-27 10:18:46,2024-09-01 10:18:46
9000004601,1000004601,Correo Argentino,TRK-42CPQ0RR30,SHIPPED,2024-07-03 22:11:46,2024-07-08 22:11:46
9000004602,1000004602,Correo Argentino,TRK-BIIO68MPWR,DELIVERED,2025-02-04 21:06:20,2025-02-08 21:06:20
9000004603,1000004603,Correo Argentino,TRK-Y0OZZHNKY3,SHIPPED,2024-03-02 11:12:23,2024-03-05 11:12:23
9000004604,1000004604,PICKUP,,DELIVERED,2024-07-15 08:59:29,2024-07-16 08:59:29
9000004605,1000004605,Correo Argentino,TRK-45GCLEK358,DELIVERED,2025-02-22 17:00:33,2025-02-25 17:00:33
9000004606,1000004606,PICKUP,,DELIVERED,2024-01-13 04:06:26,2024-01-14 04:06:26
9000004607,1000004607,PICKUP,,CANCELLED,,
9000004608,1000004608,Correo Argentino,TRK-C0YCDN96F6,DELIVERED,2024-04-08 14:05:02,2024-04-13 14:05:02
9000004609,1000004609,Correo Argentino,TRK-ZD38GGUG04,DELIVERED,2025-08-26 00:26:48,2025-08-31 00:26:48
9000004610,1000004610,Correo Argentino,TRK-QYSL789TEX,DELIVERED,2024-07-21 07:13:57,2024-07-24 07:13:57
9000004611,1000004611,PICKUP,,DELIVERED,2024-08-01 14:02:00,2024-08-02 14:02:00
9000004612,1000004612,PICKUP,,DELIVERED,2025-05-09 01:21:58,2025-05-10 01:21:58
9000004613,1000004613,Correo Argentino,TRK-AIZWZUQXD3,SHIPPED,2025-02-07 14:02:21,2025-02-11 14:02:21
9000004614,1000004614,PICKUP,,DELIVERED,2024-09-15 21:16:43,2024-09-16 21:16:43
9000004615,1000004615,Correo Argentino,TRK-A8R6MP76ZH,DELIVERED,2025-07-31 14:47:54,2025-08-02 14:47:54
9000004616,1000004616,PICKUP,,DELIVERED,2025-09-02 17:09:07,2025-09-03 17:09:07
9000004617,1000004617,Correo Argentino,TRK-EF2Q093PC1,DELIVERED,2024-07-30 17:31:43,2024-08-03 17:31:43
9000004618,1000004618,PICKUP,,SHIPPED,2025-01-13 07:40:41,2025-01-14 07:40:41
9000004619,1000004619,PICKUP,,DELIVERED,2024-04-11 15:03:34,2024-04-12 15:03:34
9000004620,1000004620,PICKUP,,READY,2025-05-24 01:39:37,2025-05-25 01:39:37
9000004621,1000004621,PICKUP,,DELIVERED,2024-09-06 09:19:58,2024-09-07 09:19:58
9000004622,1000004622,Correo Argentino,TRK-ZPY5YNHRPS,DELIVERED,2024-01-19 08:00:57,2024-01-26 08:00:57
9000004623,1000004623,PICKUP,,DELIVERED,2025-09-19 07:33:29,2025-09-20 07:33:29
9000004624,1000004624,PICKUP,,DELIVERED,2024-02-16 17:09:41,2024-02-17 17:09:41
9000004625,1000004625,Correo Argentino,TRK-L7BTK2W3IJ,DELIVERED,2025-04-26 18:26:05,2025-04-30 18:26:05
9000004626,1000004626,Correo Argentino,TRK-7LIOPCH0I6,DELIVERED,2025-07-18 03:01:43,2025-07-22 03:01:43
9000004627,1000004627,Correo Argentino,TRK-HZ0QZ6W8KF,DELIVERED,2025-02-03 16:07:00,2025-02-08 16:07:00
9000004628,1000004628,PICKUP,,DELIVERED,2025-05-17 20:41:13,2025-05-18 20:41:13
9000004629,1000004629,PICKUP,,DELIVERED,2024-01-27 19:38:05,2024-01-28 19:38:05
9000004630,1000004630,PICKUP,,DELIVERED,2025-04-22 20:08:01,2025-04-23 20:08:01
9000004631,1000004631,Correo Argentino,,CANCELLED,,
9000004632,1000004632,Correo Argentino,TRK-Q1S6LCHNI7,DELIVERED,2025-09-02 11:05:20,2025-09-06 11:05:20
9000004633,1000004633,Correo Argentino,TRK-3UMSSBAHID,DELIVERED,2024-12-21 05:06:47,2024-12-23 05:06:47
9000004634,1000004634,Correo Argentino,TRK-SWZ2DOLUQX,DELIVERED,2024-06-01 05:26:23,2024-06-04 05:26:23
9000004635,1000004635,Correo Argentino,TRK-11SSD49BV2,DELIVERED,2025-01-21 22:29:25,2025-01-24 22:29:25
9000004636,1000004636,Correo Argentino,TRK-XLV0FSA8MN,DELIVERED,2024-06-02 06:41:37,2024-06-06 06:41:37
9000004637,1000004637,Correo Argentino,TRK-NBVFGK2TD8,DELIVERED,2024-01-09 16:15:50,2024-01-12 16:15:50
9000004638,1000004638,Correo Argentino,TRK-JSLZUA2M9K,DELIVERED,2025-02-25 19:03:44,2025-02-28 19:03:44
9000004639,1000004639,PICKUP,,DELIVERED,2024-09-03 01:22:13,2024-09-04 01:22:13
9000004640,1000004640,Correo Argentino,TRK-JL77NW6VT9,SHIPPED,2024-03-20 06:52:46,2024-03-24 06:52:46
9000004641,1000004641,Correo Argentino,TRK-Z4ZBSSGQZA,DELIVERED,2024-01-16 11:36:25,2024-01-21 11:36:25
9000004642,1000004642,Correo Argentino,TRK-NXSZUJE6HH,DELIVERED,2025-09-28 09:04:32,2025-09-30 09:04:32
9000004643,1000004643,PICKUP,,SHIPPED,2024-04-09 16:45:01,2024-04-10 16:45:01
9000004644,1000004644,PICKUP,,CANCELLED,,
9000004645,1000004645,Correo Argentino,TRK-80SWCKC7JQ,DELIVERED,2024-07-25 19:28:53,2024-07-31 19:28:53
9000004646,1000004646,Correo Argentino,TRK-E1M8OK5N9W,DELIVERED,2024-07-14 13:05:29,2024-07-19 13:05:29
9000004647,1000004647,Correo Argentino,TRK-IR228BAUVW,DELIVERED,2024-11-27 11:43:47,2024-11-29 11:43:47
9000004648,1000004648,PICKUP,,DELIVERED,2024-02-01 21:16:04,2024-02-02 21:16:04
9000004649,1000004649,PICKUP,,DELIVERED,2024-09-18 16:00:32,2024-09-19 16:00:32
9000004650,1000004650,Correo Argentino,TRK-D5T1JB92YE,DELIVERED,2024-05-27 15:47:54,2024-05-30 15:47:54
9000004651,1000004651,PICKUP,,SHIPPED,2024-08-21 14:05:47,2024-08-22 14:05:47
9000004652,1000004652,PICKUP,,DELIVERED,2024-05-09 08:03:16,2024-05-10 08:03:16
9000004653,1000004653,Correo Argentino,TRK-6GOHAO44F6,DELIVERED,2024-06-22 21:24:42,2024-06-26 21:24:42
9000004654,1000004654,PICKUP,,CANCELLED,,
9000004655,1000004655,Correo Argentino,TRK-BKV5N7XBBX,DELIVERED,2024-12-08 21:59:51,2024-12-13 21:59:51
9000004656,1000004656,Correo Argentino,TRK-MFTHW2VPGN,SHIPPED,2025-04-11 22:28:21,2025-04-17 22:28:21
9000004657,1000004657,Correo Argentino,TRK-T2IHAQ3OEN,SHIPPED,2024-07-26 05:40:21,2024-08-02 05:40:21
9000004658,1000004658,Correo Argentino,TRK-FUD624EM4M,DELIVERED,2024-09-28 01:36:10,2024-10-02 01:36:10
9000004659,1000004659,Correo Argentino,TRK-90UMLF1NUN,READY,2024-03-23 01:13:15,2024-03-26 01:13:15
9000004660,1000004660,Correo Argentino,TRK-1T4GCH5D9Y,READY,2025-04-09 12:52:34,2025-04-12 12:52:34
9000004661,1000004661,Correo Argentino,,CANCELLED,,
9000004662,1000004662,PICKUP,,DELIVERED,2025-05-03 12:49:22,2025-05-04 12:49:22
9000004663,1000004663,PICKUP,,DELIVERED,2024-10-17 20:23:48,2024-10-18 20:23:48
9000004664,1000004664,PICKUP,,DELIVERED,2024-07-09 15:50:20,2024-07-10 15:50:20
9000004665,1000004665,PICKUP,,DELIVERED,2025-09-13 20:43:11,2025-09-14 20:43:11
9000004666,1000004666,Correo Argentino,TRK-U4V31VMZJ4,DELIVERED,2024-01-31 20:12:02,2024-02-05 20:12:02
9000004667,1000004667,PICKUP,,DELIVERED,2025-02-09 23:22:19,2025-02-10 23:22:19
9000004668,1000004668,Correo Argentino,TRK-RCPYRD4Q98,DELIVERED,2024-05-19 09:02:56,2024-05-23 09:02:56
9000004669,1000004669,Correo Argentino,TRK-56421VZWVL,DELIVERED,2025-09-24 19:26:03,2025-09-28 19:26:03
9000004670,1000004670,Correo Argentino,TRK-JXRFWS5QJ5,SHIPPED,2024-07-15 07:38:19,2024-07-21 07:38:19
9000004671,1000004671,Correo Argentino,TRK-SMTFK4RO19,DELIVERED,2024-12-01 11:15:26,2024-12-06 11:15:26
9000004672,1000004672,Correo Argentino,TRK-A54FHKRPTO,DELIVERED,2025-07-01 15:16:21,2025-07-06 15:16:21
9000004673,1000004673,PICKUP,,DELIVERED,2024-08-27 02:27:34,2024-08-28 02:27:34
9000004674,1000004674,PICKUP,,DELIVERED,2025-08-05 14:09:33,2025-08-06 14:09:33
9000004675,1000004675,PICKUP,,SHIPPED,2024-03-12 04:38:18,2024-03-13 04:38:18
9000004676,1000004676,Correo Argentino,TRK-DL71MTXCZ3,SHIPPED,2025-09-21 08:20:52,2025-09-25 08:20:52
9000004677,1000004677,Correo Argentino,TRK-1Z9VXW9NFG,READY,2024-10-09 12:29:20,2024-10-12 12:29:20
9000004678,1000004678,PICKUP,,DELIVERED,2025-03-08 10:14:10,2025-03-09 10:14:10
9000004679,1000004679,Correo Argentino,TRK-MQDTBKTUUL,DELIVERED,2024-05-28 04:41:33,2024-06-03 04:41:33
9000004680,1000004680,Correo Argentino,TRK-AHX67GCUL0,DELIVERED,2025-01-12 19:18:46,2025-01-17 19:18:46
9000004681,1000004681,PICKUP,,DELIVERED,2025-09-24 01:44:55,2025-09-25 01:44:55
9000004682,1000004682,PICKUP,,DELIVERED,2025-08-01 20:30:36,2025-08-02 20:30:36
9000004683,1000004683,Correo Argentino,TRK-ID3WR3E5WX,DELIVERED,2024-02-26 13:17:22,2024-03-01 13:17:22
9000004684,1000004684,Correo Argentino,TRK-BMND234AXE,DELIVERED,2024-05-15 15:44:54,2024-05-20 15:44:54
9000004685,1000004685,PICKUP,,DELIVERED,2024-09-23 04:17:17,2024-09-24 04:17:17
9000004686,1000004686,PICKUP,,SHIPPED,2024-06-09 16:15:12,2024-06-10 16:15:12
9000004687,1000004687,Correo Argentino,TRK-R3ASHPCSHL,DELIVERED,2025-02-25 10:47:43,2025-02-27 10:47:43
9000004688,1000004688,Correo Argentino,TRK-YNPI0RB8XS,DELIVERED,2025-04-22 10:22:57,2025-04-25 10:22:57
9000004689,1000004689,Correo Argentino,TRK-YGC9EUB2UI,DELIVERED,2024-09-21 16:22:37,2024-09-23 16:22:37
9000004690,1000004690,Correo Argentino,TRK-7457WY0KRE,DELIVERED,2024-04-14 22:10:46,2024-04-19 22:10:46
9000004691,1000004691,PICKUP,,DELIVERED,2024-06-04 01:52:14,2024-06-05 01:52:14
9000004692,1000004692,Correo Argentino,TRK-SILUBHB5DJ,SHIPPED,2025-05-19 07:34:19,2025-05-21 07:34:19
9000004693,1000004693,Correo Argentino,TRK-8HORWVX9VF,DELIVERED,2025-05-03 08:48:52,2025-05-10 08:48:52
9000004694,1000004694,Correo Argentino,TRK-6RRHE1MOHB,SHIPPED,2024-06-21 07:05:02,2024-06-26 07:05:02
9000004695,1000004695,Correo Argentino,TRK-SQDRS6DGLQ,DELIVERED,2025-08-22 10:20:19,2025-08-24 10:20:19
9000004696,1000004696,PICKUP,,DELIVERED,2024-03-23 22:13:31,2024-03-24 22:13:31
9000004697,1000004697,PICKUP,,DELIVERED,2025-08-15 03:40:58,2025-08-16 03:40:58
9000004698,1000004698,Correo Argentino,TRK-OIGTHGEUGB,DELIVERED,2024-03-05 19:45:19,2024-03-10 19:45:19
9000004699,1000004699,Correo Argentino,TRK-ZWR6RMR56K,DELIVERED,2024-03-14 07:17:51,2024-03-17 07:17:51
9000004700,1000004700,Correo Argentino,TRK-9TPMTSQ33Y,DELIVERED,2025-09-21 07:33:59,2025-09-25 07:33:59
